StopId,StopAbbr,StopName,OnStreet,AtStreet,Lon,Lat,GeoStatus,InService,Zipcodes
12124.0,1044(NE),10th Av/44th St,S 10TH AV,W 43RD ST,-110.975572,32.185534,-214748363.0,1.0,85713
12275.0,1044(NW),10th Av/44th St,S 10TH AVE,W 43RD ST,-110.976063,32.18551,-214748363.0,1.0,85713
12025.0,124A(NW),12th St/4th Av,E 12TH ST,S HERBERT AVE,-110.965838,32.21997,-214748363.0,1.0,85701
331.0,12AJ(NE),12th Av/Ajo,S 12TH AVE,W AJO WAY,-110.977492,32.178036,-214748363.0,1.0,85713
338.0,12AJ(SW),12th Av/Ajo,S 12TH AVE,W AJO WAY,-110.977732,32.177604,-214748363.0,1.0,85713
12107.0,12AL(NE),12th Av/C Alvord,S 12TH AVE,W C RAMONA,-110.97747,32.14529,-214748363.0,1.0,85706
14952.0,12AL(SW),12th Av/C Alvord,S 12TH AVE,W C ALVORD,-110.977781,32.144669,-214748364.0,1.0,85706
12106.0,12BI(NE),12th Av/Bilby,S 12TH AVE,W BILBY RD,-110.977425,32.141684,-214748364.0,1.0,85706
12287.0,12CA(NW),12th Av/Canada Dr,S 12TH AVE,W CANADA ST,-110.977693,32.151572,-214748363.0,1.0,85706
12109.0,12CA(SE),12th Av/Canada St,S 12TH AVE,W CANADA ST,-110.97747,32.151436,-214748363.0,1.0,85706
12278.0,12DI(NW),12th Av/District,S 12TH AVE,W DISTRICT ST,-110.977732,32.174448,-214748363.0,1.0,85714
12108.0,12DR(NE),12th Av/Drexel,S 12TH AVE,W DREXEL RD,-110.977476,32.14896,-214748363.0,1.0,85706
12288.0,12DR(SW),12th Av/Drexel,S 12TH AVE,W DREXEL RD,-110.977661,32.148412,-214748363.0,1.0,85706
12492.0,12HE(SE),12th St/Herbert,E 12TH ST,S HERBERT AVE,-110.966132,32.219857,-214748363.0,1.0,85701
11936.0,12IN(SW),12th Av/Inez,S 12TH AVE,W ACADIA DR,-110.977766,32.121379,-214748363.0,1.0,85756
12116.0,12IR(NE),12th Av/Irvington,S 12TH AVE,W IRVINGTON RD,-110.977422,32.163588,-214748363.0,1.0,85714
14862.0,12LE(NE),12th Av/Leary Dr,S 12TH AVE,W ELVIRA RD,-110.977509,32.126088,-214748363.0,1.0,85756
12046.0,12LR(NE),12th Av/Los Reales,S 12TH AVE,W LOS REALES RD,-110.977463,32.119932,-214748363.0,1.0,85756
14832.0,12MA(NE),12th Av/Marcus,S 12TH AVE,W MARCUS DR,-110.977486,32.122544,-214748363.0,1.0,85756
12050.0,12ME(NE),12th Av/Medina,S 12TH AVE,W CALLE MEDINA,-110.977628,32.130657,-214748363.0,1.0,85756
12279.0,12MI(SW),12th Av/Michigan,S 12TH AVE,W MICHIGAN ST,-110.977665,32.170084,-214748363.0,1.0,85714
12114.0,12NE(NE),12th Av/Nebraska,S 12TH AVE,W NEBRASKA ST,-110.977379,32.156516,-214748363.0,1.0,85706
12285.0,12NE(SW),12th Av/Nebraska,S 12TH AVE,W DAKOTA ST,-110.977694,32.155658,-214748363.0,1.0,85706
12117.0,12OH(SE),12th Av/Ohio,S 12TH AVE,W OHIO ST,-110.977443,32.167402,-214748363.0,1.0,85714
12280.0,12OH(SW),12th Av/Ohio,S 12TH AVE,W OHIO ST,-110.977684,32.167494,-214748363.0,1.0,85714
12281.0,12OK(NW),12th Av/Oklahoma,S 12TH AVE,W OKLAHOMA ST,-110.977684,32.165366,-214748363.0,1.0,85714
12120.0,12PA(NE),12th Av/Palmdale,S 12TH AV,W PALMDALE ST,-110.977426,32.175293,-214748363.0,1.0,85714
12118.0,12PE(NE),12th Av/Pennsylvania,S 12TH AVE,W PENNSYLVANIA DR,-110.977409,32.171686,-214748363.0,1.0,85714
14833.0,12RI(SW),12th Av/C Rita,S 12TH AVE,W DOCE PL,-110.97781,32.127751,-214748363.0,1.0,85756
12104.0,12SM(NE),12th Av/Santa Maria,S 12TH AVE,W SANTA MARIA ST,-110.977532,32.137913,-214748363.0,1.0,85706
12292.0,12SM(SW),12th Av/Santa Maria,S 12TH AVE,W SANTA MARIA ST,-110.977818,32.137359,-214748363.0,1.0,85706
12290.0,12SR(SW),12th Av/Santa Rosa,S 12TH AVE,W SANTA ROSA ST,-110.977768,32.140996,-214748364.0,1.0,85706
11935.0,12TE(SW),12th Av/Teton,S 12TH AVE,W CABOT DR,-110.977771,32.124655,-214748363.0,1.0,85756
12102.0,12VA(NE),12th Av/Valencia,S 12TH AVE,W VALENCIA RD,-110.977626,32.135126,-214748364.0,1.0,85706
155.0,12VA(SW),12th Av/Valencia,S 12TH AVE,W VALENCIA RD,-110.977924,32.132741,-214748363.0,1.0,85756
12123.0,12VE(NE),12th Av/Veterans,S 12TH AV,W VETERANS BL,-110.977439,32.181637,-214748363.0,1.0,85713
12276.0,12VE(SW),12th Av/Veterans,S 12TH AVE,W VETERANS BLVD,-110.977747,32.180918,-214748363.0,1.0,85713
12115.0,12WY(NE),12th Av/Wyoming,S 12TH AVE,W WYOMING ST,-110.977428,32.159945,-214748363.0,1.0,85706
16172.0,1ABL(SE),1st Av/Blacklidge,N 1ST AVE,E LAGUNA ST,-110.960876,32.261026,-214748363.0,1.0,85719
12914.0,1ABL(SW),1st Av/Blacklidge,N 1ST AVE,E BLACKLIDGE DR,-110.961109,32.260466,-214748363.0,1.0,85719
13087.0,1ACO(NE),1st Av/Copper,N 1ST AVE,E COPPER ST,-110.960807,32.254624,-214748363.0,1.0,85719
343.0,1AFL(NE),1st Av/Ft Lowell,N 1ST AVE,E NAVAJO RD,-110.960899,32.265489,-214748363.0,1.0,85719
333.0,1AFL(SW),1st Av/Ft Lowell,N 1ST AVE,E FORT LOWELL RD,-110.961105,32.264238,-214748363.0,1.0,85719
13088.0,1AGL(NE),1st Av/Glenn,N 1ST AVE,E GLENN ST,-110.960812,32.257899,-214748363.0,1.0,85719
12915.0,1AGL(SW),1st Av/Glenn,N 1ST AVE,E GLENN ST,-110.961064,32.257389,-214748363.0,1.0,85719
12084.0,1AGR(NE),1st Av/Grant,N 1ST AVE,E ALTURAS ST,-110.960875,32.250746,-214748363.0,1.0,85719
12098.0,1AGR(NW),1st Av/Grant,N 1ST AVE,E GRANT RD,-110.961094,32.251594,-214748363.0,1.0,85705
13091.0,1AGY(NE),1st Av/Graybill,N 1ST AVE,E GRAYBILL DR,-110.960924,32.270045,-214748363.0,1.0,85719
13090.0,1AHA(NE),1st Av/Halcyon,N 1ST AVE,E HALCYON RD,-110.960916,32.267673,-214748363.0,1.0,85719
12913.0,1AHA(SW),1st Av/Halcyon,N 1ST AVE,E HALCYON RD,-110.961148,32.266981,-214748363.0,1.0,85719
12916.0,1AJA(SW),1st Av/Jacinto,N 1ST AVE,E JACINTO ST,-110.961046,32.253732,-214748363.0,1.0,85719
13095.0,1ALI(NE),1st Av/Limberlost,N 1ST AVE,E LIMBERLOST DR,-110.960897,32.283594,-214748363.0,1.0,85719
12907.0,1ALI(NW),1st Av/Limberlost,N 1ST AVE,E LIMBERLOST DR,-110.961228,32.283295,-214748363.0,1.0,85719
15965.0,1AOR(NW),SS/1st Av/Oracle(4),N 1ST AVE,N ORACLE RD,-110.956753,32.401718,-214748364.0,1.0,85737
12895.0,1APR(SE),1st Av/Prince,N 1ST AV,E PRINCE RD,-110.960913,32.271599,-214748363.0,1.0,85719
12911.0,1APR(SW),1st Av/Prince,N 1ST AVE,E YAVAPAI RD,-110.961209,32.27146,-214748363.0,1.0,85719
16219.0,1APT(NE),1st Av/Pastime Rd,N 1ST AVE,E SMOOT DR,-110.960972,32.276229,-214748363.0,1.0,85719
12910.0,1APT(SW),1st Av/Pastime Rd,N 1ST AVE,E PASTIME RD,-110.961177,32.275315,-214748363.0,1.0,85719
12897.0,1ARO(NE),1st Av/Roger,N 1ST AVE,E CALLE ARIZONA,-110.960943,32.279647,-214748363.0,1.0,85719
12786.0,1ARO(SW),1st Av/Roger,N 1ST AVE,E ROGER RD,-110.961262,32.278806,-214748363.0,1.0,85719
12783.0,1AWE(SW),1st Av/Wetmore,N 1ST AVE,E WETMORE RD,-110.961235,32.286163,-214748363.0,1.0,85705
12912.0,1AYA(SW),1st Av/Yavapai,N 1ST AVE,E YAVAPAI RD,-110.961114,32.270074,-214748363.0,1.0,85719
13282.0,2210(SE),22nd St/10th Av,W 22ND ST,S 10TH AVE,-110.974202,32.206696,-214748363.0,1.0,85713
16161.0,223A(NW),22nd St/3rd Av,E 22ND ST,S 3RD AVE,-110.964198,32.206955,-214748363.0,1.0,85713
13285.0,224A(SE),22nd St/4th Av,E 22ND ST,S 4TH AVE,-110.964584,32.206698,-214748363.0,1.0,85713
13369.0,226A(NW),22nd St/6th Av,W 22ND ST,S 6TH AVE,-110.968775,32.20693,-214748363.0,1.0,85701
13284.0,226A(SE),22nd St/6th Av,E 22ND ST,S 6TH AVE,-110.968204,32.206745,-214748363.0,1.0,85713
13283.0,228A(SE),22nd St/8th Av,W 22ND ST,S 8TH AVE,-110.971003,32.206661,-214748363.0,1.0,85713
13347.0,22AL(NW),22nd St/Alamo,E 22ND ST,S ALAMO AVE,-110.862595,32.207081,-214748363.0,1.0,85711
13308.0,22AL(SW),22nd St/Alamo,E 22ND ST,S ALAMO AVE,-110.86265,32.206847,-214748363.0,1.0,85711
13346.0,22AM(NW),22nd St/Amherst,E 22ND ST,S AMHERST DR,-110.855121,32.206633,-214748363.0,1.0,85710
74.0,22AV(NW),22nd St/Alvernon,E 22ND ST,S ALVERNON WAY,-110.910221,32.207114,-214748363.0,1.0,85713
71.0,22AV(SE),22nd St/Alvernon,E 22ND ST,S ALVERNON WAY,-110.909141,32.20689,-214748363.0,1.0,85711
13356.0,22BE(NW),22nd St/Belvedere,E 22ND ST,S BELVEDERE AVE,-110.897391,32.207141,-214748363.0,1.0,85711
13299.0,22BE(SE),22nd St/Belvedere,E 22ND ST,S BELVEDERE AVE,-110.896318,32.206844,-214748363.0,1.0,85711
14534.0,22BR(NW),22nd St/Brown,E 22ND ST,E C MARIA,-110.795301,32.206388,-214748363.0,1.0,85710
14539.0,22BR(SE),22nd St/Brown,E 22ND ST,S BROWN AVE,-110.794792,32.206253,-214748363.0,1.0,85710
13304.0,22BV(SE),22nd St/Beverly,E 22ND ST,S BEVERLY AVE,-110.879008,32.20679,-214748363.0,1.0,85711
13344.0,22CA(NE),22nd St/Carnegie Dr,E 22ND ST,S CARNEGIE DR,-110.845267,32.20667,-214748363.0,1.0,85710
13362.0,22CC(NW),22nd St/Country Club,E 22ND ST,S COUNTRY CLUB RD,-110.927024,32.207021,-214748363.0,1.0,85713
11751.0,22CC(SE),22nd St/Country Club,22ND ST,COUNTRY CLUB,-110.92618,32.206839,-1.0,1.0,85713
13348.0,22CL(NW),22nd St/Colonia,E 22ND ST,S COLONIA AVE,-110.867512,32.207051,-214748363.0,1.0,85711
13357.0,22CO(NW),22nd St/Columbus,E 22ND ST,S BRYANT AVE,-110.901521,32.207085,-214748363.0,1.0,85711
13298.0,22CO(SE),22nd St/Columbus,E 22ND ST,S BELVEDERE AVE,-110.900564,32.206872,-214748363.0,1.0,85711
304.0,22CR(NW),22nd St/Craycroft,E 22ND ST,S BEVERLY AVE,-110.876059,32.207076,-214748363.0,1.0,85711
311.0,22CR(SE),22nd St/Craycroft,E 22ND ST,S CRAYCROFT RD,-110.874616,32.206763,-214748363.0,1.0,85711
14536.0,22CS(NW),22nd St/Cmo Seco,E 22ND ST,S CMO SECO,-110.80721,32.206513,-214748363.0,1.0,85710
14537.0,22CS(SE),22nd St/Cmo Seco,E 22ND ST,N CMO SECO,-110.806376,32.206231,-214748363.0,1.0,85710
13359.0,22DO(NW),22nd St/Dodge,E 22ND ST,S DODGE AVE,-110.913877,32.20714,-214748363.0,1.0,85716
13296.0,22DO(SE),22nd St/Dodge,E 22ND ST,S DODGE AVE,-110.913462,32.206814,-214748363.0,1.0,85713
13367.0,22EU(NW),22nd St/Euclid,E 22ND ST,EUCLID,-110.959653,32.206934,-1.0,1.0,85713
13286.0,22EU(SE),22nd St/Euclid,E 22ND ST,EUCLID,-110.959005,32.20679,-1.0,1.0,85713
13345.0,22FO(NW),22nd St/Fordham,E 22ND ST,FORDHAM,-110.850646,32.206658,-1.0,1.0,85710
16001.0,22GO(NE),22nd St/Gollob Rd,E 22ND ST,E CALLE MARIA,-110.79857,32.206398,-214748363.0,1.0,85710
14533.0,22HA(NW),22nd St/Harrison,E 22ND ST,S HARRISON RD,-110.790264,32.20647,-214748363.0,1.0,85710
15981.0,22HA(SE),22nd St/Harrison,E 22ND ST,S HARRISON RD,-110.789257,32.206159,-214748364.0,1.0,85748
15990.0,22HO(NW),22nd St/Houghton,E 22ND ST,S HOUGHTON RD,-110.773947,32.206509,-214748364.0,1.0,85748
13358.0,22IR(NW),22nd St/Irving,E 22ND ST,S IRVING AVE,-110.905476,32.207123,-214748363.0,1.0,85711
13297.0,22IR(SE),22nd St/Irving,E 22ND ST,IRVING,-110.904559,32.206862,-1.0,1.0,85711
16115.0,22KI(NW),22nd St/Kino Pkwy,E 22ND ST,S KINO PW,-110.950721,32.207041,-214748363.0,1.0,85713
11868.0,22KO(NW),22nd St/Kolb,E 22ND ST,KOLB,-110.841678,32.20664,-1.0,1.0,85710
12338.0,22KO(SE),22nd St/Kolb,E 22ND ST,S KOLB RD,-110.840409,32.2063,-214748363.0,1.0,85710
16003.0,22LA(NW),22nd St/Lakeshore Ln,N SUN TRAN BLVD,E TANGELO DR,-110.922804,32.207217,-214748363.0,1.0,85716
12337.0,22LE(SW),22nd St/Lehigh Dr,E 22ND ST,LEHIGH DR,-110.844806,32.20637,-1.0,1.0,85710
13335.0,22LU(NW),22nd St/Lusk,E 22ND ST,S SARNOFF DR,-110.811538,32.206514,-214748363.0,1.0,85710
13319.0,22LU(SW),22nd St/Lusk,E 22ND ST,LUSK,-110.811506,32.206277,-1.0,1.0,85710
13352.0,22MA(NW),22nd St/Magnolia,E 22ND ST,S MAGNOLIA AVE,-110.881415,32.207059,-214748363.0,1.0,85711
13370.0,22ME(NW),22nd St/Meyer Av,E 22ND ST,MEYER AV,-110.972695,32.206859,-1.0,1.0,85701
13354.0,22MV(NW),22nd St/Mountain View,E 22ND ST,S MOUNTAIN VIEW AVE,-110.890093,32.207089,-214748363.0,1.0,85711
13301.0,22MV(SE),22nd St/Mountain View,E 22ND ST,S MOUNTAIN VIEW,-110.888311,32.206795,-1.0,1.0,85711
14538.0,22OP(SE),22nd St/Oak Park,E 22ND ST,S GOLLOB RD,-110.799361,32.206244,-214748363.0,1.0,85710
13338.0,22PA(NW),22nd St/Pantano Rd,E 22ND ST,S PANTANO RD,-110.828408,32.20662,-214748363.0,1.0,85710
12340.0,22PA(SE),22nd St/Pantano Rd,E 22ND ST,PANTANO RD,-110.82619,32.206324,-1.0,1.0,85710
10923.0,22PK(NW),22nd St/Park,E 22ND ST,S PARK AVE,-110.956865,32.206981,-214748363.0,1.0,85713
10864.0,22PK(SE),22nd St/Park,E 22ND ST,S PARK AVE,-110.955605,32.206806,-214748363.0,1.0,85713
13309.0,22PO(SE),22nd St/Av Polar,E 22ND ST,S AMHERST DR,-110.85453,32.206384,-214748363.0,1.0,85710
11866.0,22PP(NW),22nd St/Pantano Pkwy,E 22ND ST,S PANTANO RD,-110.824181,32.206548,-214748363.0,1.0,85710
13316.0,22PP(SE),22nd St/Pantano Pkwy,E 22ND ST,PANTANO PKWY,-110.822994,32.206317,-1.0,1.0,85710
11867.0,22PR(NW),22nd St/Prudence,E 22ND ST,S PRUDENCE RD,-110.833241,32.206628,-214748363.0,1.0,85710
12339.0,22PR(SE),22nd St/Prudence,E 22ND ST,S PRUDENCE RD,-110.832418,32.206385,-214748364.0,1.0,85710
11754.0,22PV(SW),22nd St/Palo Verde,E 22ND ST,S PALO VERDE AVE,-110.917808,32.206884,-214748363.0,1.0,85713
16004.0,22RA(NW),22nd St/Randolph Way,N SUN TRAN BLVD,E TANGELO DR,-110.91849,32.207168,-214748363.0,1.0,85716
11752.0,22RA(SE),22nd St/Randolph Pkwy,E 22ND ST,S JONES BLVD,-110.922012,32.206852,-214748363.0,1.0,85713
13302.0,22RO(SE),22nd St/Rosemont,S 22ND ST,ROSEMONT,-110.883267,32.206773,-1.0,1.0,85711
13307.0,22SA(SW),22nd St/Sahuara Av,E 22ND ST,S SAHUARA AVE,-110.866758,32.206812,-214748363.0,1.0,85711
12366.0,22SF(NW),22nd St/Sarnoff,E 22ND ST,S SARNOFF DR,-110.815664,32.206504,-214748363.0,1.0,85710
12341.0,22SF(SE),22nd St/Sarnoff,E 22ND ST,S SARNOFF DR,-110.814958,32.206313,-214748363.0,1.0,85710
13310.0,22SI(SE),22nd St/Av Sirio,E 22ND ST,S AVE SIRIO,-110.850139,32.206375,-214748363.0,1.0,85710
10922.0,22SR(NW),22nd St/Santa Rita,E 22ND ST,S SANTA RITA AVE,-110.953355,32.206973,-214748363.0,1.0,85713
13337.0,22SV(NE),22nd St/Sherwood Village Dr,E 22ND ST,S SHERWOOD VILLAGE DR,-110.817934,32.206514,-214748363.0,1.0,85710
13317.0,22SV(SE),22nd St/Sherwood Village Dr,E 22ND ST,S SHERWOOD VILLAGE DR,-110.819631,32.206294,-214748363.0,1.0,85710
13355.0,22SW(NW),22nd St/Swan,E 22ND ST,S SWAN RD,-110.892801,32.207056,-214748363.0,1.0,85711
13300.0,22SW(SE),22nd St/Swan,E 22ND ST,S SWAN RD,-110.892014,32.206826,-214748363.0,1.0,85711
13313.0,22TQ(SE),22nd St/Turquoise,E 22ND ST,S TURQUOISE VISTA,-110.83624,32.206338,-214748363.0,1.0,85710
13341.0,22TQ*NW*,22nd St/Turquoise,E 22ND ST,S TURQUOISE VISTA,-110.837175,32.206633,-214748363.0,1.0,85710
13363.0,22TR(NW),22nd St/Treat,E 22ND ST,S TREAT AVE,-110.93131,32.206962,-214748363.0,1.0,85713
13291.0,22TR(SE),22nd St/Treat,E 22ND ST,S TREAT AVE,-110.929924,32.206785,-214748363.0,1.0,85713
13364.0,22TU(NW),22nd St/Tucson,E 22ND ST,S TUCSON BL,-110.935357,32.206996,-214748363.0,1.0,85713
11932.0,22TU(SE),22nd St/Tucson,E 22ND ST,S TUCSON BLVD,-110.934777,32.206762,-214748363.0,1.0,85713
13349.0,22VB(NE),22nd St/Van Buren,E 22ND ST,S VAN BUREN AVE,-110.870264,32.207086,-214748363.0,1.0,85711
13306.0,22VB(SE),22nd St/Van Buren,E 22ND ST,S VAN BUREN AVE,-110.870543,32.206805,-214748363.0,1.0,85711
70.0,22WI(NW),22nd St/Wilmot,E 22ND ST,S WILMOT RD,-110.858354,32.206884,-214748363.0,1.0,85711
75.0,22WI(SE),22nd St/Wilmot,E 22ND ST,S WILMOT RD,-110.857583,32.20658,-214748363.0,1.0,85711
16091.0,2821(SW),SS/Indian Rt 28/Indian Rt 21,W INDIAN ROUTE 28,INDIAN ROUTE 21,-112.312566,32.034796,-214748363.0,1.0,85634
12016.0,2910(SE),29th St/10th Av,W 29TH ST,S 10TH AVE,-110.97428,32.199485,-214748363.0,1.0,85713
12015.0,2911(SW),29th St/11th Av,W 29TH ST,S 11TH AVE,-110.976556,32.199427,-214748363.0,1.0,85713
12501.0,2911*NW*,29th St/11th Av,W 29TH ST,S 11TH AVE,-110.976332,32.199615,-214748363.0,1.0,85713
11761.0,2948(EB),29th St/4880 E 29th St,29TH ST, ,-110.888431,32.199622,-1.0,1.0,85711
11826.0,2949(WB),29th St/4929 E 29th St,29ST ST, ,-110.887758,32.199834,-1.0,1.0,85711
198.0,296A(NW),29th St/6th Av,W 29TH ST,S 6TH AVE,-110.968866,32.19958,-214748363.0,1.0,85713
197.0,296A(SE),29th St/6th Av,E 29TH ST,S 6TH AVE,-110.968255,32.199513,-214748363.0,1.0,85713
12500.0,299A(NW),29th St/9th Av,W 29TH ST,S 9TH AVE,-110.973311,32.199566,-214748363.0,1.0,85713
11821.0,29AL(NW),29th St/Alamo,E 29TH ST,S SONOITA AVE,-110.862211,32.199785,-214748363.0,1.0,85711
11824.0,29BE(NW),29th St/Beverly,E 29TH ST,S BEVERLY AVE,-110.879745,32.199788,-214748363.0,1.0,85711
12778.0,29BE(SE),29th St/Beverly,E 29TH ST,S BEVERLY AVE,-110.878606,32.199542,-214748363.0,1.0,85711
11828.0,29BL(NW),29th St/Belvedere(NW),E 29TH ST,S BELVEDERE AVE,-110.896205,32.199887,-214748363.0,1.0,85711
11758.0,29BL*SW*,29th St/Belvedere(SW),E 29TH ST,S BELVEDERE,-110.897122,32.199677,-214748363.0,1.0,85711
11829.0,29CO(NE),29th St/Columbus,E 29TH ST,S COLUMBUS BLVD,-110.900562,32.199898,-214748363.0,1.0,85711
16119.0,29CO(SE),29th St/Columbus,E 29TH ST,S COLUMBUS BLVD,-110.900234,32.199691,-214748363.0,1.0,85711
14344.0,29CR(NW),29th St/Craycroft,E 29TH ST,S CRAYCROFT RD,-110.876009,32.199765,-214748363.0,1.0,85711
12779.0,29CR(SE),29th St/Craycroft,E 29TH ST,S CRAYCROFT RD,-110.874629,32.199589,-214748363.0,1.0,85711
11763.0,29FA(SE),29th St/Farwell,E 29TH ST,S FARWELL AV,-110.880662,32.199584,-214748363.0,1.0,85711
140.0,29IR(NW),29th St/Irving,E 29TH ST,S IRVING AVE,-110.905492,32.199915,-214748363.0,1.0,85711
135.0,29IR(SE),29th St/Irving,E 29TH ST,S IRVING AVE,-110.90461,32.199691,-214748363.0,1.0,85711
11825.0,29RO(NW),29th St/Rosemont,E 29TH ST,S ROSEMONT AVE,-110.884232,32.199804,-214748363.0,1.0,85711
11762.0,29RO(SE),29th St/Rosemont,E 29TH ST,S ROSEMONT AVE,-110.882881,32.199551,-214748363.0,1.0,85711
11822.0,29SA(NE),29th St/Sahuara,E 29TH ST,S SAHUARA AVE,-110.866028,32.199732,-214748363.0,1.0,85711
11766.0,29SA(SW),29th St/Sahuara,E 29TH ST,S SAHUARA AVE,-110.866826,32.199599,-214748363.0,1.0,85711
11827.0,29SW(NW),29th St/Swan,E 29TH ST,S SWAN RD,-110.893124,32.199871,-214748363.0,1.0,85711
11760.0,29SW(SE),29th St/Swan,E 29TH ST,S SWAN RD,-110.891316,32.199637,-214748363.0,1.0,85711
11823.0,29VB(NW),29th St/Van Buren,E 29TH ST,S VAN BUREN AVE,-110.871366,32.199723,-214748363.0,1.0,85711
11765.0,29VB(SE),29th St/Van Buren,E 29TH ST,S SAHUARA AVE,-110.870653,32.199673,-214748363.0,1.0,85711
11759.0,29VE(SE),29th St/Venice,E 29TH ST,S SWAN RD,-110.894351,32.199638,-214748363.0,1.0,85711
11820.0,29WI(NW),29th St/Wilmot,E 29TH ST,S WILMOT RD,-110.858682,32.199785,-214748363.0,1.0,85711
11767.0,29ZU(SE),29th St/Zuni,E 29TH ST,S ZUNI AVE,-110.861397,32.19963,-214748363.0,1.0,85711
16097.0,2A5S(SE),SS/2nd Av/5th St,N 2ND AVE,W WELCOME ST,-112.872267,32.382727,-214748363.0,1.0,85321
15151.0,2SCH(CR),SL/2nd St/Cherry Av,E 2ND ST,N WARREN AVE,-110.947324,32.233813,-214748363.0,1.0,85719
16186.0,2SHI(CR),SL/2nd St/Highland Av,E 2ND ST,N MOUNTAIN AVE,-110.951195,32.233792,-214748363.0,1.0,85719
16101.0,2SOL(CR),SL/2nd St/Olive Rd,E 2ND ST,N PARK AVE,-110.955589,32.233783,-214748363.0,1.0,85721
11246.0,32CH(NW),32nd St/Chrysler,E 32ND ST,S DODGE BLVD,-110.914192,32.199391,-214748363.0,1.0,85713
14727.0,32DO(SE),32nd St/Dodge,E 32ND ST,S DODGE BLVD,-110.91334,32.199253,-214748363.0,1.0,85713
14739.0,32WI(NW),32nd St/Winstel,E 32ND ST,S WINSTEL AV,-110.910854,32.199413,-214748363.0,1.0,85713
14740.0,32WI(SE),32nd St/Winstel,E 32ND ST,S WINSTEL AVE,-110.910273,32.199286,-214748363.0,1.0,85713
14053.0,36CA(NW),36th St/Campbell(NW),E 36TH ST,S CAMPBELL AVE,-110.944255,32.192512,-214748364.0,1.0,85713
10912.0,36CA(SE),36th St/Campbell(SE),E 36TH ST,S CAMPBELL AVE,-110.942919,32.192319,-214748364.0,1.0,85713
12002.0,36EH(NE),36th St/Enchanted Hills,W 36TH ST,S ENCHANTED HILLS DR,-111.007117,32.192379,-214748363.0,1.0,85713
12515.0,36EH(SE),36th St/Enchanted Hills,W 36TH ST,W DOMINY RD,-111.007112,32.192225,-214748363.0,1.0,85713
16340.0,36FO(NW),36th St/Forgeus Av,E 36TH ST,S FORGEUS SV,-110.933258,32.192548,-214748364.0,1.0,85713
16341.0,36FO(SE),36th St/Forgeus Av,E 36TH ST,S FORGEUS AV,-110.932238,32.192361,-214748364.0,1.0,85713
14956.0,36KI(NW),36th St/Kino Pw, ,E COCONINO VISTA,-110.948958,32.192499,-214748364.0,1.0,85713
10875.0,36KR(NW),36th St/Kramer,E 36TH ST,S KRAMER AVE,-110.941977,32.19252,-214748363.0,1.0,85713
16045.0,36LC(NE),36th St/La Cholla,W 36TH ST,S LA CHOLLA BLVD,-111.011072,32.192386,-214748363.0,1.0,85713
12514.0,36LC(SE),36th St/La Cholla,W 36TH ST,S LA CHOLLA BLVD,-111.011297,32.192209,-214748363.0,1.0,85713
12001.0,36LE(NW),36th St/Lands End,W 36TH ST,S LANDS END RD,-111.003834,32.192376,-214748363.0,1.0,85713
12516.0,36LE(SW),36th St/Lands End,W 36TH ST,S LANDS END RD,-111.004213,32.19222,-214748363.0,1.0,85713
